id,name,summary,description,course_difficulty,course_price,technologies,course_type,courseMeta,courseInfo
153,Belajar Membangun LINE Front-end Framework (LIFF),Belajar membuat Front-end Framework dari LINE yang memungkinkan aplikasi dan game berbasis web Anda dapat berjalan di dalam platform LINE.,"LINE merupakan platform komunikasi yang sangat diminati oleh banyak orang terutama di kalangan remaja. Menurut data statistik yang dihimpun oleh &nbsp; Business for Apps , LINE memiliki jumlah pengguna aktif bulanan hingga 167 juta orang berdasarkan 4 negara pengguna teratas yaitu Jepang, Taiwan, Thailand, dan Indonesia. Pengguna aktif bulanan aplikasi LINE di Indonesia hingga kuartal ketiga tahun 2020 berkisar 13 juta orang. Jumlah pengguna ini terbesar ke empat setelah Jepang, Taiwan, dan Thailand. LINE juga memiliki front-end framework yang dikenal dengan LINE Front-end Framework (LIFF). Dengan menggunakan framework tersebut memungkinkan Anda untuk dapat menjalankan aplikasi atau game berbasis web di dalam aplikasi LINE. Materi di kelas ini disusun oleh Dicoding dan LINE API Expert dengan kurikulum yang didesain untuk Anda yang ingin belajar tentang LIFF API seperti SendMessage, OpenWindow, GetProfile, dan masih banyak lagi, sehingga Anda dapat mengimplementasikan fitur tersebut ke dalam aplikasi berbasis web. Kenapa saya harus belajar kelas ini? Menjadikan aplikasi atau game berbasis web dapat berjalan di atas platform LINE. Aplikasi LIFF dapat dijalankan tanpa keluar dari LINE. Aplikasi LIFF tanpa menginstal aplikasi tambahan lainnya. Penerapannya simple hanya memerlukan URL saja untuk mengakses aplikasi LIFF. Aplikasi LIFF memungkinkan untuk mendapat eksposur lebih banyak karena LINE memiliki kurang lebih 90 juta pengguna di Indonesia. Materi apa saja yang akan dipelajari? Pendahuluan : Pengenalan LINE LIFF beserta beberapa fitur yang berkaitan seperti LINE Login Channel. Fitur LINE LIFF : Berbagai fitur yang ditawarkan di LIFF v2 salah satunya QRCode Scanner. Implementasi : Implementasikan fitur LIFF ke dalam contoh project aplikasi atau game berbasis web dan langsung di-deploy ke service Heroku. Submission : Pembuatan aplikasi LIFF berbasis aplikasi web atau game HTML. Anda tentukan sendiri berapa lama waktu belajar materi kelas ini. Materi kelas didesain untuk diselesaikan dalam waktu 15 jam. Jika Anda meluangkan waktu sedikitnya 10 jam saja dalam seminggu, maka sangat dimungkinkan Anda bisa menuntaskan kelas ini dalam waktu 11 hari. Namun tidak menutup kemungkinan Anda menyelesaikan dalam waktu yang jauh lebih cepat. Prasyarat mengikuti kelas ini adalah: Anda harus memiliki dasar tentang pemrograman web dan familiar dengan fitur LINE. Tersedia kelas Belajar Dasar Pemrograman Web dari Dicoding. Anda harus mandiri, berkomitmen, benar-benar punya rasa ingin tahu dan tertarik pada subjek. Anda harus gigih, temukan topik yang menarik, bermain-main dan mengotak-atik kode Anda. Sebaik apapun materi struktur kelas ini, tak akan berguna tanpa keseriusan Anda untuk belajar, berlatih, dan mencoba. Spesifikasi minimal Komputer/Laptop: Operating Sistem: Microsoft Windows, Linux, atau MacOS. Prosesor Intel Dual Core (Core i3 ke atas direkomendasikan). RAM 2GB (4GB RAM direkomendasikan). Tools yang digunakan: Editor seperti Visual Studio Code, Sublime, atau Notepad++. JRE dan JDK.&nbsp; HTML5 Browser (Google Chrome atau Mozilla Firefox).",Pemula,PAID,Web,Reguler,"['15 Jam', '4,93', 'Pemula']","['28 Modul', '5.950 Siswa Terdaftar']"
159,Belajar Membuat Aplikasi Flutter untuk Pemula,Buat aplikasi pertamamu dengan Flutter. Pelajari konsep dasar layouting dengan widget dan menjalankan aplikasi di platform mobile & web.,"Sejak dikenalkan oleh Google pada Mei 2017, Flutter langsung menarik perhatian. UI toolkit dari Google ini memungkinkan developer untuk mengembangkan aplikasi di berbagai platform mobile seperti Android dan iOS. Bahkan pada pengembangan terbarunya, Flutter tidak hanya digunakan pada platform mobile, namun sudah merambah ke sisi web dan desktop. Flutter sendiri telah digunakan oleh berbagai perusahaan besar seperti Google, Alibaba.com, dan Tencent. Aplikasi Flutter memiliki antarmuka yang fleksibel dan ekspresif sehingga tampilan aplikasi menjadi lebih cantik. Flutter dilengkapi fitur Hot Reload yang memungkinkan pengembangan aplikasi menjadi lebih cepat dan produktif. Flutter didukung oleh beragam lingkungan pengembangan (IDE). Semakin meningkatnya permintaan terhadap Flutter Developer. Biaya pengembangan aplikasi mobile dengan Flutter lebih murah dibandingkan mengembangkan dan mengelola aplikasi di masing-masing platform Android, iOS, dan web. Target dan Sasaran Siswa Kelas ini ditujukan bagi bagi pemula yang ingin memulai kariernya di bidang Flutter Development dengan mengacu pada standar industri. Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik. Kelas ini didesain untuk siswa yang memiliki latar belakang dan pemahaman mengenai pemrograman menggunakan Dart. Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba. Di akhir kelas, siswa dapat membuat aplikasi Flutter dengan memanfaatkan widget untuk menyusun layout -nya.",Pemula,PAID,"Android,iOS,Multi Platform",Reguler,"['40 Jam', '4,87', 'Pemula']","['51 Modul', '21.259 Siswa Terdaftar']"
163,Belajar Fundamental Front-End Web Development,"Pelajari sintaks ES6, Web Component, dan Build Tools dalam membangun website dengan teknik yang simple, reusable, dan optimized.","Website saat ini sudah menjadi kebutuhan utama yang tidak bisa diabaikan. Seluruh sektor bisnis dapat memanfaatkan website sebagai alat untuk promosi, bertukar informasi, dll. Pada Juni 2021 berdasarkan sumber Internet Live Stats terdapat lebih dari 1,8 milyar website yang aktif. StackShare, salah satu komunitas developer terbesar di Amerika, menyatakan terdapat ribuan produk internasional termasuk AirBnB, Instagram, dan Gitlab telah menggunakan Web Component, Build Tools (seperti Webpack), dan AJAX.&nbsp; Salah satu keuntungan dari mengembangkan web adalah dapat diakses melalui banyak macam perangkat. Siapa pun Anda, jika ingin menjadi Web Developer, maka Anda harus memiliki pengetahuan dasar HTML, CSS, dan JavaScript yang kuat sebelum melangkah ke tahap selanjutnya. Pemahaman mengenai component harus dimiliki oleh Anda yang ingin belajar pengembangan website menggunakan Front-End Web Framework, seperti React, Angular, ataupun Vue. Pengembangan web semakin kompleks sehingga membutuhkan pengembangan website dengan teknik yang simple, reusable, dan optimize. Sebagai platform yang dijangkau oleh Search Engine seperti Google, sebuah website cocok sebagai media promosi bisnis. Mengembangkan website termasuk pengembangan yang mudah dalam pemeliharaan dan mudah untuk dipublikasikan. Target dan Sasaran Siswa Kelas ditujukan untuk seorang Front-Web Developer yang ingin mengembangkan website dengan teknik yang simple, reusable, dan optimal. Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik. Siswa diharapkan sudah memiliki pemahaman dasar dalam pembuatan website dengan baik menggunakan HTML, CSS, dan Javascript. Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba. Di akhir kelas, siswa dapat membuat aplikasi front-end web dengan kode JavaScript standar ES6, menerapkan Web Components, &nbsp;Webpack, dan menampilkan data dinamis dari Web API menggunakan AJAX.","Menengah,Pemula",PAID,Web,Reguler,"['80 Jam', '4,88', 'Pemula - Menengah']","['114 Modul', '28.336 Siswa Terdaftar']"
165,Menjadi Android Developer Expert,"Saatnya menjadi Android Expert dengan belajar Clean Architecture, Reactive, Dependency Injection, Modularization, Performance, dan Security.","Perusahaan berlomba membuat aplikasi Android agar dapat menjangkau pasar. Namun kesuksesan sebuah aplikasi terbentur kompetisi dan mahalnya biaya akuisisi user. Maka diperlukan aplikasi dengan performa tinggi supaya dapat bersaing dan tidak dihapus oleh user. Minimnya bug, keamanan, dan ukuran aplikasi adalah faktor lain yang perlu diperhatikan untuk kenyamanan user. Maka, pelajarilah di kelas ini cara membuat kode yang mudah diubah untuk mengikuti kebutuhan bisnis dan tidak rapuh ketika dikembangkan.&nbsp; Permintaan tinggi dari perusahaan untuk developer Android dengan ilmu expert karena minimnya kualitas developer di Indonesia. Materi yang diajarkan di kelas ini merupakan best-practice langsung dari industri sehingga dipastikan berguna untuk kebutuhan sehari-hari. Kemudahan untuk menyesuaikan aplikasi Anda dengan kebutuhan perusahaan melalui arsitektur kuat yang mudah dipelihara. Beberapa keahlian sudah menjadi prasyarat minimal untuk kerja di perusahaan teknologi seperti Reactive Programming dan Dependency Injection. Performance dan Security adalah hal yang harus Anda perhatikan jika ingin membuat aplikasi yang dipakai jutaan user. Target dan Sasaran Siswa Kelas ini ditujukan bagi Android Developer yang ingin menjadi Android Developer Expert dengan skill yang sering digunakan di dunia industri. Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik.&nbsp; Kelas ini didesain untuk Android developer yang paham fundamental aplikasi Android mulai dari layout sampai background process dan juga penggunaan komponen VIewModel, LiveData, serta Room untuk membangun aplikasi dengan Android Architecture Component. Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba.&nbsp; Di akhir kelas, siswa dapat membuat aplikasi yang scalable dan maintainable dengan menerapkan berbagai macam komponen yang sering digunakan di dunia industri.",Professional,PAID,Android,Picodiploma,"['90 Jam', '4,80', 'Profesional']","['87 Modul', '5.737 Siswa Terdaftar']"
169,Belajar Prinsip Pemrograman SOLID,Pelajari kelima prinsip desain yang merupakan pedoman untuk rancangan kode yang baik pada pemrograman berorientasi objek (OOP).,"Semua orang bisa membuat kode program selama dia tahu suatu bahasa pemrograman. Tetapi membuat kode program yang mudah dimengerti, mudah dikelola, dan mudah dikembangkan adalah tantangan yang nyata, bahkan untuk seorang yang sudah menjadi programmer sekalipun. Di dalam paradigma OOP (object-oriented programming), terdapat prinsip SOLID sebagai solusi yang bisa digunakan untuk menyelesaikan problem tersebut. Prinsip ini dikenalkan oleh Robert C. Martin, seorang engineer dan penulis dari buku Clean Code.&nbsp; Prinsip SOLID adalah salah satu fondasi utama dalam mengembangkan kode program agar lebih mudah dimengerti, dikelola, dan dikembangkan.&nbsp; Prinsip SOLID mampu diterapkan di banyak bahasa yang berparadigma OOP.&nbsp; Banyak perusahaan mensyaratkan pemahaman prinsip SOLID ketika mencari seorang developer.&nbsp; Menerapkan prinsip SOLID akan menghindarkan Anda dari membuat aplikasi yang mudah memiliki bug karena penerapan desain yang buruk.&nbsp; Beberapa bahasa pemrograman akan digunakan di kelas ini, sehingga apa pun bahasa yang sedang dipelajari, akan terbantu progres belajarnya Target dan Sasaran Siswa Kelas ini ditujukan bagi pemula yang ingin memahami bagaimana menuliskan kode yang baik dengan paradigma OOP (object-oriented programming) dengan mengacu pada standar industri. Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik.&nbsp; Kelas ini didesain untuk siswa yang memiliki latar belakang dan pemahaman mengenai pemrograman menggunakan bahasa Kotlin, Java, Swift, JavaScript, Dart, atau Python. Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba.&nbsp; Di akhir kelas, siswa dapat memahami kelima prinsip SOLID dan siap menerapkannya dalam mengembangkan aplikasi.",Menengah,FREE,"Android,iOS,Multi Platform,Web",Reguler,"['15 Jam', '4,87', 'Menengah']","['41 Modul', '40.888 Siswa Terdaftar']"
171,Belajar Membuat Aplikasi iOS untuk Pemula,Pelajari cara membuat aplikasi pertamamu dengan Xcode. Kelas ini mengajarkan dasar yang dibutuhkan mulai dari Controller sampai TableViews.,"Menjadi iOS developer merupakan pekerjaan yang diimpikan bagi banyak orang. Menurut data dari Indeed, job platform terbesar di dunia, tingkat kepuasan menjadi iOS developer itu 13% lebih tinggi dibandingkan dengan profesi Android Developer. Sedangkan dari sisi kebutuhan Industri, menurut The iOS Developer Survey masih banyak yang menginginkan codebase aplikasi secara terpisah dan dibangun menggunakan Xcode. Oleh karena itu, permintaan untuk seorang iOS Developer masih sangatlah tinggi. iOS merupakan salah satu pasar mobile terbesar setelah Android. iOS merupakan sistem operasi resmi dari Apple Inc. yang akan mengalami pembaruan setiap saat. Sehingga, Anda tak perlu ragu untuk mempelajarinya. Dengan menjadi iOS Developer, Anda dapat membuat aplikasi yang bermanfaat untuk banyak orang. Kebutuhan Software Developer di Indonesia sangatlah tinggi. Dan salah satu jalur dari Software Developer adalah iOS Developer. Ada banyak kelebihan ketika menjadi iOS Developer, seperti waktu kerja lebih fleksibel, memiliki gaji yang cukup tinggi, dapat bekerja secara independen, memiliki jaminan kerja, sosialisasi akan meningkat, dan kreativitas akan terasah. Target dan Sasaran Siswa Kelas ditujukan bagi pemula yang ingin belajar dasar pembuatan aplikasi iOS dengan mengacu pada standar industri. Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik. Kelas ini didesain untuk siswa yang sudah pernah atau familier dengan pemrograman Swift. Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba. Di akhir kelas, siswa dapat membuat aplikasi iOS sederhana, seperti menampilkan informasi dalam bentuk list.",Pemula,PAID,iOS,Reguler,"['40 Jam', '4,84', 'Pemula']","['74 Modul', '3.492 Siswa Terdaftar']"
177,Belajar Dasar Visualisasi Data,Pelajari teknik dasar untuk representasi hasil secara visual sehingga dapat menceritakan dan mempresentasikan data secara efektif.,"Setiap perusahaan pasti memiliki data yang jumlahnya tidak sedikit. Menurut World Economic Forum, 90% dari data di dunia dibuat dalam rentang waktu 2 tahun terakhir. Dari begitu banyaknya data pasti semakin sulit untuk mengelola dan memahaminya. Di sinilah pentingnya visualisasi data yang berperan untuk mengubah data yang kompleks menjadi lebih mudah dipahami banyak orang. Bahkan sebagai seorang developer pun, skill visualisasi data dibutuhkan supaya dapat menceritakan dan mempresentasikan data yang ada. Visualisasi data memudahkan untuk melihat tren dan cerita dari sebuah data.&nbsp; Visualisasi data membantu dalam proses analisis data.&nbsp; Visualisasi data membantu seorang developer untuk dapat mengomunikasikan data dengan lebih efektif.&nbsp; Seiring perkembangan data yang semakin pesat, kebutuhan akan seorang yang ahli dalam visualisasi data sangat berperan penting untuk kemajuan perusahaan.&nbsp; Visualisasi data merupakan salah satu skill yang sangat penting bagi orang yang bekerja dengan banyak data seperti pada pekerjaan machine learning. Target dan Sasaran Siswa Kelas ditujukan bagi pemula yang ingin memulai karirnya di bidang pengolahan data dengan mengacu pada standar kompetensi industri.&nbsp; Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik. Kelas ini didesain untuk pemula sehingga tidak ada prasyarat dalam pemahaman pemrograman sebelumnya.&nbsp; Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba. Tujuan Umum dan Khusus Pelatihan Di akhir kelas, siswa dapat membuat sebuah visualisasi data yang efektif menggunakan Google Sheets sesuai teknik praktik terbaik industri, sehingga meningkatkan nilainya dalam berkarier sebagai Software Developer. Mengidentifikasi macam-macam media untuk visualisasi data. Menyimpulkan jenis visualisasi data yang terbaik berdasarkan situasi dan kebutuhannya. Membangun visualisasi data menggunakan aplikasi spreadsheet Google Sheets. Menerapkan praktek terbaik seperti prinsip Gestalt, konsep Preattentive Attributes, dan konsep teori desain, dalam membangun visualisasi data.",Dasar,PAID,"Data,Machine Learning",Reguler,"['16 Jam', '4,85', 'Dasar']","['50 Modul', '91.590 Siswa Terdaftar']"
184,Belajar Machine Learning untuk Pemula,Pelajari materi dasar pengembangan machine learning dan langkah menciptakan model machine learning pertamamu untuk memproses data.,"Data sudah menjadi komoditi yang laku untuk diperjual-belikan. Sangat penting untuk mengetahui bagaimana data dapat diproses karena dengan pemrosesan data inilah suatu data yang banyak dapat dijadikan sebagai informasi yang bernilai tinggi. Salah satu pekerjaan yang berhubungan dengan pemrosesan data ini adalah Machine Learning Developer yang memiliki pengetahuan untuk menggunakan pembelajaran mesin untuk mengenali pattern yang tersembunyi di antara banyak data dan bagaimana menggunakannya. Sebagai contoh, 75% dari pengguna Netflix memilih film berdasarkan rekomendasi algoritma machine learning aplikasi tersebut. Machine Learning dapat digunakan untuk meningkatkan efisiensi dari berbagai pekerjaan. Machine Learning dapat diimplementasikan ke berbagai industri dan berbagai jenis data sehingga kegunaannya sangat luas. Banyak perusahaan memiliki jumlah data yang sangat besar sehingga perlu diproses dengan machine learning untuk mendapatkan informasi yang berarti. Kebutuhan karier di bidang Machine Learning sangatlah tinggi dan jumlah praktisinya juga masih sedikit sehingga peluangnya masih sangat besar. Pemahaman tentang machine learning adalah keharusan untuk menjadi seorang Machine Learning Developer ataupun Data Scientist. Target dan Sasaran Siswa Kelas ditujukan bagi pemula yang ingin memulai kariernya di bidang machine learning dengan mengacu pada standar kompetensi industri. Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik. Anda diharapkan memiliki latar belakang dan pemahaman mengenai matematika dasar, seperti aljabar linear, probabilitas, dan kalkulus dasar. Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba. Di akhir kelas, siswa dapat belajar materi dasar dan algoritma-algoritma Machine Learning, serta mampu mengimplementasikannya dalam membuat model Machine Learning untuk memproses data.",Pemula,PAID,Machine Learning,Reguler,"['30 Jam', '4,83', 'Pemula']","['56 Modul', '90.905 Siswa Terdaftar']"
185,Belajar Pengembangan Machine Learning,"Pelajari implementasi machine learning pada industri mulai dari computer vision, natural language, serta deployment proyek machine learning.","Informasi Kelas ini akan kami tutup sementara pada tanggal 28 Juni 2024 pada pukul 15.00 s.d. 16.00 WIB untuk melakukan pembaruan kurikulum. Nantikan materi terbaru kami, ya. Posisi pengembang ML (machine learning) sangat dicari sehingga seorang ahli bisa mendapatkan pekerjaan senilai Rp 1,9 miliar per tahun (data Kompas). Hal ini karena otomatisasi telah mengubah cara orang hidup dan bekerja orang setiap harinya, sehingga pekerjaan dengan kecerdasan buatan terbukti menjadi peluang karir terbesar di zaman ini. Sebagai contoh, 75% dari pengguna Netflix memilih film berdasarkan rekomendasi algoritma machine learning aplikasi tersebut. Machine Learning dapat digunakan untuk meningkatkan efisiensi dari berbagai pekerjaan. Machine Learning dapat diimplementasikan ke berbagai industri dan berbagai jenis data sehingga kegunaannya sangat luas. Banyak perusahaan memiliki jumlah data yang sangat besar sehingga perlu diproses dengan machine learning untuk mendapatkan informasi yang berarti. Kebutuhan karir di bidang Machine Learning sangatlah tinggi dan jumlah praktisinya juga masih sedikit sehingga peluangnya masih sangat besar. Pemahaman tentang machine learning, TensorFlow, dan Keras adalah keharusan untuk menjadi seorang Machine Learning Developer ataupun Data Scientist. Target dan Sasaran Siswa Kelas ditujukan bagi machine learning developer yang ingin mempelajari tentang computer vision, natural language, serta deployment dengan standar mengacu pada standar kompetensi industri. Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik. Anda diharapkan sudah memiliki pengetahuan dasar mengenai machine learning, seperti supervised &amp; unsupervised learning, SVM, dan neural network. Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba. Di akhir kelas, siswa dapat membuat implementasi model machine learning pada industri mulai dari Computer Vision, Natural Language, serta deployment proyek Machine Learning.",Menengah,PAID,Machine Learning,Reguler,"['40 Jam', '4,83', 'Menengah']","['70 Modul', '8.143 Siswa Terdaftar']"
191,Memulai Pemrograman dengan Dart,Belajar bahasa Dart sebagai fondasi dasar untuk mengembangkan aplikasi di berbagai platform menggunakan Flutter.,"Dart adalah sebuah bahasa pemrograman yang dikembangkan oleh Google dan merupakan bahasa pemrograman resmi untuk Flutter, sebuah UI toolkit dan aplikasi multiplatform dari Google. Flutter sendiri telah digunakan oleh berbagai perusahaan besar seperti Google, Alibaba.com, dan Tencent karena dapat menghemat waktu dan tenaga dengan cara cukup membutuhkan satu codebase untuk mengembangkan aplikasi di berbagai platform, daripada harus menghabiskan waktu untuk membuat codebase terpisah untuk masing-masing platform. Dart merupakan bahasa yang wajib Anda kuasai untuk mengembangkan aplikasi Flutter. Dengan Dart, Anda hanya perlu satu codebase untuk dapat mengembangkan aplikasi pada berbagai platform seperti web, Android, dan iOS. Bahasa Dart dirancang supaya familier dengan bahasa pemrograman lain sehingga mudah bagi yang sudah mengerti bahasa pemrograman lain maupun bagi yang baru memulai perjalanannya sebagai developer. Penggunaan bahasa Dart itu gratis (open source) dan dikembangkan oleh komunitas developer ahli yang aktif dan terbuka. Dart adalah bahasa yang dioptimalkan untuk pengembangan UI secara cepat dan produktif pada banyak platform. Target dan Sasaran Siswa Kelas ditujukan bagi pemula yang ingin belajar dasar bahasa pemrograman Dart dengan mengacu pada standar industri.&nbsp; Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik. Kelas ini didesain untuk pemula sehingga tidak ada prasyarat dalam pemahaman pemrograman sebelumnya. Namun lulus dari kelas dan akan mempermudah pembelajaran. Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba. Di akhir kelas, siswa dapat membuat program Dart dengan menggunakan IDE IntelliJ IDEA atau IDE Online seperti DartPad.",Dasar,PAID,Multi Platform,Reguler,"['20 Jam', '4,84', 'Dasar']","['81 Modul', '23.763 Siswa Terdaftar']"
195,Belajar Fundamental Aplikasi Flutter,"Pelajari komponen fundamental Flutter berdasarkan teknik yang digunakan industri mulai dari state management, API, database, sampai testing.","Sejak dikenalkan oleh Google pada Mei 2017, Flutter langsung menarik perhatian. UI toolkit dari Google ini memungkinkan developer untuk mengembangkan aplikasi di berbagai platform mobile seperti Android dan iOS. Bahkan pada pengembangan terbarunya, Flutter tidak hanya digunakan pada platform mobile, namun sudah merambah ke sisi web dan desktop. Flutter sendiri telah digunakan oleh berbagai perusahaan besar seperti Google, Alibaba.com, dan Tencent. Aplikasi Flutter memiliki antarmuka yang fleksibel dan ekspresif sehingga tampilan aplikasi menjadi lebih cantik. Flutter dilengkapi fitur Hot Reload yang memungkinkan pengembangan aplikasi menjadi lebih cepat dan produktif. Flutter didukung oleh beragam lingkungan pengembangan (IDE). Semakin meningkatnya permintaan terhadap Flutter Developer. Biaya pengembangan aplikasi mobile dengan Flutter lebih murah dibandingkan mengembangkan dan mengelola aplikasi di masing-masing platform Android, iOS, dan web. Target dan Sasaran Siswa Kelas ditujukan bagi developer yang ingin belajar fundamental pembuatan aplikasi Flutter, seperti state management, networking, dan database dengan mengacu pada standar kompetensi internasional milik Google Developers Authorized Training Partner. Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik. Kelas ini didesain untuk siswa yang sudah pernah atau familier dengan pembuatan aplikasi Flutter. Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba. Di akhir kelas, siswa dapat membuat aplikasi Flutter dengan mengimplementasikan fitur-fitur umum seperti mengambil data dari internet, penyimpanan lokal, notifikasi, dan testing.",Menengah,PAID,"Android,iOS,Multi Platform",Picodiploma,"['70 Jam', '4,83', 'Menengah']","['87 Modul', '4.526 Siswa Terdaftar']"
199,Menjadi Flutter Developer Expert,"Pelajari bagaimana membuat aplikasi yang scalable dengan Clean Architecture, TDD, CI, Modularization, dan Reactive Programming.","Sejak dikenalkan oleh Google pada Mei 2017, Flutter langsung menarik perhatian. UI toolkit dari Google ini memungkinkan developer untuk mengembangkan aplikasi di berbagai platform mobile seperti Android dan iOS. Bahkan pada pengembangan terbarunya, Flutter tidak hanya digunakan pada platform mobile, namun sudah merambah ke sisi web dan desktop. Flutter sendiri telah digunakan oleh berbagai perusahaan besar seperti Google, Alibaba.com, dan Tencent. Aplikasi Flutter memiliki antarmuka yang fleksibel dan ekspresif sehingga tampilan aplikasi menjadi lebih cantik. Perusahaan membutuhkan developer yang dapat membuat aplikasi yang scalable, reliable, dan testable. Materi yang diajarkan di kelas ini merupakan best practice yang banyak diterapkan di industri sehingga dipastikan berguna untuk kebutuhan seorang mobile developer. Semakin meningkatnya permintaan terhadap Flutter Developer. Biaya pengembangan aplikasi mobile dengan Flutter lebih murah dibandingkan mengembangkan dan mengelola aplikasi di masing-masing platform Android, iOS, dan web. Target dan Sasaran Siswa Kelas ini ditujukan bagi Flutter developer yang ingin mengetahui best practice dalam mengembangkan aplikasi Flutter dengan mengacu pada standar industri. Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik. Kelas ini didesain untuk siswa yang sudah memahami proses pengembangan aplikasi Flutter dan ingin meningkatkan kemampuannya untuk aplikasi dengan skala yang lebih besar. Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba. Di akhir kelas, siswa dapat membuat aplikasi yang siap rilis dengan kode yang berkualitas dan mudah untuk dikembangkan terkait dengan feedback dari pengguna ke depannya.","Mahir,Professional",PAID,"Android,iOS,Multi Platform",Picodiploma,"['85 Jam', '4,85', 'Mahir - Profesional']","['93 Modul', '2.264 Siswa Terdaftar']"
