tutorial_id,course_id,tutorial_title
170,2,"[Story] Meramal Masa Depan, Bagaimana Caranya?"
171,2,[Story] Menghemat Waktu dengan Rekomendasi Akurat
172,2,Studi Kasus Implementasi Klasifikasi Teks pada NLP: Sentimen Analisis Review APK Play Store
173,2,Pengenalan TensorFlow dan Keras untuk Deep Learning
174,3,"Kuis Hi, Machine Learning!"
175,3,Latihan Studi Kasus Regresi
176,3,Decision Tree
177,3,[Story] Tugas Akhir Kuliah
178,3,Pengenalan Tools dan Library Populer pada Python untuk Machine Learning dan Data Science
179,3,[Story] Beda Algoritma Beda Juga Cara Kerjanya? Kok Bisa?
180,3,Pengantar Machine Learning
181,3,Penanganan Outlier
182,3,Pendahuluan Overfitting dan Underfitting
183,3,Latihan: Data Splitting
184,3,Latihan: Studi Kasus Overfitting dan Underfitting
185,3,Deployment dan Feedback
186,3,Kuis Machine Learning Workflow
187,3,Kuis Unsupervised Learning - Clustering
188,3,Latihan Studi Kasus: Klasifikasi Pelanggan untuk Churn pada Perusahaan XYZ
189,3,[Story] Karakter Utama di Balik Layar
190,3,Contoh Algoritma Regresi - Polynomial Regression
191,3,Multi Layer Perceptron
192,3,Latihan: Exploratory dan Explanatory Data Analysis
193,3,DBSCAN (Density-Based Spatial Clustering of Applications with Noise)
194,3,Recommendation
195,3,Rangkuman Optimasi Model dengan Hyperparameter Tuning
196,3,Daftar Referensi
197,3,Rangkuman Supervised Learning - Klasifikasi
198,3,Encoding Variabel ke Numerik
199,3,"[Story] Salah Prediksi Terus, Kenapa ya?"
200,3,Pengantar Machine Learning Workflow
201,3,Rangkuman Supervised Learning - Regresi
202,3,Contoh Algoritma Regresi - Linear Regression
203,3,Pendahuluan Hyperparameter Tuning
204,3,Latihan Membuat Model di Watson Studio
205,3,K-Nearest Neighbors (KNN)
206,3,Mengapa Machine Learning
207,3,Oversampling dan Undersampling
208,3,Pembangunan Model (Modelling)
209,3,Contoh Algoritma Regresi - Decision Tree Regression
210,3,Latihan SKLearn Cross Validation Split
211,3,[Story] Katakan Tidak pada Salah Prediksi!
212,3,Machine Learning Use Case
213,3,[Story] Cerita Si Coffee Enthusiast
214,3,Pengantar Feature Engineering
215,3,Support Vector Regression
216,3,[Story] Machine Learning di Mana-Mana
217,3,Convolutional Neural Network
218,3,Data Splitting
219,3,Metode Evaluasi: Elbow Method
220,3,"Dimensionality Reduction : LDA, PCA, dan t-SNE"
221,3,Kuis Optimasi Model dengan Hyperparameter Tuning
222,3,Supervised Learning
223,3,Kuis Supervised Learning - Klasifikasi
224,3,Scaling Fitur
225,3,Definisi dan Konsep Dasar
226,3,"[Story] Membuat Tujuan, Mengejar Impian!"
227,3,Kuis Supervised Learning - Regresi
228,3,Latihan SKLearn Logistic Regression
229,3,Strategi Hyperparameter Tuning
230,3,Data Collecting
231,3,Random Forest
232,3,Komponen Utama dalam Machine Learning
233,3,SMOTE (Synthetic Minority Over-Sampling Technique)
234,3,Grid Search
235,3,Contoh Algoritma Regresi - Support Vector Regression (SVR)
236,3,Jenis-Jenis Machine Learning
237,3,Rangkuman Overfitting dan Underfitting
238,3,Adjustment dan Re-learning
239,3,Konsep Dasar Klasifikasi
240,3,[Story] Andai Aku Bisa
241,3,Latihan SKLearn SVR
242,3,Tantangan dalam Machine Learning
243,3,Data Storage/Warehouse
244,3,Penyebab Overfitting dan Underfitting
245,3,Pengenalan TensorFlow
246,3,Deployment dan Monitoring
247,3,Evaluasi Model Clustering
248,3,Latihan SKLearn PCA
249,3,Rangkuman Kelas
250,3,Prasyarat Kemampuan
251,3,Pengantar Supervised Learning - Regresi
252,3,Latihan: Mengumpulkan Data dari Sumber Terbuka
253,3,[Story] Jalan-Jalan di Hari Weekend. Cakeep
254,3,Konsep Dasar Clustering
255,3,Random Search
256,3,Mekanisme Belajar
257,3,Naive Bayes
258,3,Latihan: Data Cleaning dan Transformation
259,3,Latihan: Studi Kasus Feature Engineering
260,3,Teknik Pemilihan Fitur (Feature Selection)
261,3,Contoh Algoritma Regresi - Neural Network Regression
262,3,Pendahuluan Klasifikasi
263,3,Kuis Overfitting dan Underfitting
264,3,Proyek Akhir : Klasifikasi Gambar
265,3,Jenis-Jenis Klasifikasi
266,3,Pendahuluan Feature Engineering
267,3,Merumuskan Masalah dalam Machine Learning
268,3,Tantangan: Keluarkan Pendapat Anda!
269,3,Datasets
270,3,Metode Deteksi Overfitting dan Underfitting
271,3,Keras Library
272,3,"[Story] Dimulai dari Nol ya, Dek."
273,3,[Story] Diskon adalah Kecintaannya Kita Semua
274,3,Pendahuluan Support Vector Machine
275,3,Ujian Akhir
276,3,Prasyarat Tools
277,3,"[Story] Semakin Tahu, Semakin Merasa Bodoh"
278,3,Pendahuluan Neural Network
279,3,Latihan: Data Loading
280,3,Hierarchical Clustering (HC)
281,3,K-Means Clustering
282,3,Bayesian Optimization
283,3,Forum Diskusi
284,3,Evaluasi Model Klasifikasi
285,3,Data Loading
286,3,Rangkuman Teknik Feature Engineering
287,3,Evaluasi Model Regresi
288,3,Pendahuluan Regresi dalam Konteks Machine Learning
289,3,Pengantar Hyperparameter Tuning
290,3,Pendahuluan Clustering
291,3,Pengenalan Algoritma Klasifikasi
292,3,Persetujuan Hak Cipta
293,3,Binning Numerik ke Kategorikal
294,3,Pendahuluan Machine Learning Workflow
295,3,"Rangkuman Hi, Machine Learning!"
296,3,Evaluasi Model setelah Hyperparameter Tuning
297,3,Teknik Mengatasi Overfitting dan Underfitting
298,3,Latihan Membuat Model Klasifikasi Gambar
299,3,Rangkuman Machine Learning Workflow
300,3,Rangkuman Unsupervised Learning - Clustering
301,3,Support Vector Machine (SVM)
302,3,Membangun Proyek Machine Learning
303,3,"Pertama, Mari Kita Sapa-menyapa!"
304,3,Jenis-Jenis Regression
305,3,Artificial Neural Network
306,3,Exploratory dan Explanatory Data Analysis
307,3,Non-hierarchical Clustering (NHC)
308,3,Latihan Studi Kasus Clustering
309,3,Studi Kasus Hyperparameter Tuning
310,3,Glossarium
311,3,[Story] Practice Makes Perfect
312,3,Data Cleaning dan Transformation
313,3,Kuis Teknik Feature Engineering
314,4,Pengenalan Computer Vision
315,4,Analisis Sentimen dengan Deep Learning
316,4,Ceklis Kriteria Submission
317,4,Aplikasi Natural Language Processing di Dunia Nyata
318,4,Prasyarat Kemampuan
319,4,Pengenalan Object Detection
320,4,Struktur Proyek Machine Learning
321,4,Model Development dengan Boosting Algorithm
322,4,Proses Training
323,4,Exploratory Data Analysis - Menangani Missing Value dan Outliers
324,4,Content Based Filtering
325,4,Implementasi SVM untuk Analisis Sentimen pada Data IndoNLU
326,4,Alur Proyek Machine Learning di Industri
327,4,Detail Laporan
328,4,Univariate Exploratory Data Analysis
329,4,Predictive Analytics Lifecycle
330,4,Testing Model
331,4,Persiapan Dataset Analisis Sentimen
332,4,Glosarium
333,4,Kuis Sentiment Analysis
334,4,Rangkuman Menyusun Proyek Machine Learning
335,4,Technical Writing
336,4,Penerapan Computer Vision di Industri
337,4,Pengenalan IndoNLU
338,4,Ceklis Kriteria Submission Akhir
339,4,Teknik Natural Language Processing
340,4,Prasyarat Tools
341,4,Teknik-teknik Object Detection
342,4,Evaluasi Model
343,4,Rangkuman Studi Kasus Keempat: Sistem Rekomendasi
344,4,Exploratory Data Analysis - Univariate Analysis
345,4,Collaborative Filtering
346,4,Analisis Data
347,4,Infrastruktur Machine Learning
348,4,Proyek Akhir Kirim Submission dan Review
349,4,Data Preprocessing
350,4,Business Understanding
351,4,Pendahuluan Studi Kasus Keempat: Sistem Rekomendasi
352,4,Uji Model dengan Contoh Kalimat
353,4,Daftar Referensi
354,4,Proyek Pertama : Predictive Analytics
355,4,Exploratory Data Analysis - Multivariate Analysis
356,4,Teknik Pengenalan Objek (Object Recognition)
357,4,Pengenalan Library PyTorch
358,4,Tantangan Natural Language Processing
359,4,Model Development
360,4,Detektor Wajah pada Gambar
361,4,Kuis Menyusun Proyek Machine Learning
362,4,Rangkuman Studi Kasus Pertama: Predictive Analytics
363,4,Kuis Sistem Rekomendasi
364,4,Pendahuluan Studi Kasus Kedua: Sentiment Analysis
365,4,Hybrid Recommender System
366,4,Feature Engineering dengan TF-IDF
367,4,Data Engineering
368,4,Data Preparation
369,4,Data Understanding
370,4,Pengenalan Sistem Rekomendasi
371,4,Fine Tuning dan Evaluasi
372,4,Pengenalan Machine Learning System Design
373,4,Proyek Pertama Kriteria Submission
374,4,Publikasi Proyek Machine Learning
375,4,Membuat Model Klasifikasi Rambu Lalu Lintas
376,4,Dataset Analisis Sentimen IndoNLU
377,4,Persetujuan Hak Cipta
378,4,Natural Language Processing Pipeline
379,4,Deployment dan Monitoring
380,4,Membuat Detektor Wajah dengan Algoritma Haar Cascade
381,4,Latihan Membuat Proyek Sistem Rekomendasi
382,4,Kuis Predictive Analytics
383,4,Rangkuman Kelas
384,4,Data untuk Sistem Rekomendasi
385,4,Klasifikasi Sentimen dengan Support Vector Machine
386,4,Pendahuluan Menyusun Proyek Machine Learning
387,4,Model Development dengan K-Nearest Neighbor
388,4,Model Development dengan Content Based Filtering
389,4,Data Loading
390,4,Mengapa Sistem Rekomendasi Penting?
391,4,Prediksi Sentimen
392,4,Sistem Machine Learning di Dunia Riset/Akademik versus Industri
393,4,Proyek Pertama Kirim Submission dan Review
394,4,Rangkuman Studi Kasus Ketiga: Computer Vision
395,4,Proyek Akhir : Membuat Model Sistem Rekomendasi
396,4,Eksplorasi Data
397,4,Mekanisme Belajar
398,4,Akuisisi Data
399,4,Rangkuman Machine Learning System Design
400,4,Pendahuluan Studi Kasus Ketiga: Computer Vision
401,4,Feature Engineering untuk Representasi Teks
402,4,Ujian Akhir Kelas
403,4,Pengenalan Natural Language Processing (NLP)
404,4,Similarity Measure
405,4,Rangkuman Studi Kasus Kedua: Sentiment Analysis
406,4,Ide Portofolio Machine Learning
407,4,Model Development dengan Random Forest
408,4,Model Development dengan Collaborative Filtering
409,4,Exploratory Data Analysis - Deskripsi Variabel
410,4,Taksonomi Sistem Rekomendasi
411,4,Analisis Sentimen dengan Support Vector Machine (SVM)
412,4,Persyaratan Machine Learning System Design
413,4,Proyek Akhir Kriteria Submission
414,4,Kuis Computer Vision
415,4,Pendahuluan Studi Kasus Pertama: Predictive Analytics
416,4,Training dengan Convolutional Neural Network
417,4,Konfigurasi dan Load Pre-trained Model
418,4,Forum Diskusi
419,4,Text Cleaning dan Pre-processing
420,4,Kuis Machine Learning System Design
421,5,Reproducibility dalam TensorFlow
422,5,Mengurutkan Hasil Kembali dengan Learning-to-Rank
423,5,Pendekatan Deep Learning Lanjutan Versi Parallelism
424,5,Pengantar Custom dan Distributed Training dengan TensorFlow
425,5,Pengantar Computer Vision Lanjutan dengan TensorFlow
426,5,Eksplorasi Data dalam Time Series
427,5,Kustomisasi Callback
428,5,Mengenal Transformer dalam NLP
429,5,Tensor dalam TensorFlow
430,5,Teknik-Teknik Sistem Rekomendasi Lanjutan
431,5,Kustomisasi Loss Function
432,5,Berhadapan dengan Data Tidak Berlabel
433,5,Latihan Bersama TCN dan LSTM
434,5,Forum Diskusi
435,5,Checkpoint dan Saving Model Manual
436,5,Berkenalan dengan Image Segmentation
437,5,Rangkuman Menyelam Lebih Dalam ke TensorFlow
438,5,Retrieval dalam Sistem Rekomendasi dengan TensorFlow Recommenders
439,5,Rangkuman Time Series Lanjutan dengan TensorFlow
440,5,Automatic Differentiation dengan tf.GradientTape
441,5,Klasifikasi Gambar Lanjutan
442,5,Neural Collaborative Filtering
443,5,Data Preprocessing Lanjutan Untuk Time Series
444,5,"Latihan Custom Model, Layer, Loss, dan Callback pada Time Series Model"
445,5,Latihan Membangun Model Transformer Milik Kita Sendiri dengan TensorFlow
446,5,Manipulasi Tensor dengan Operasi Dasar dan Matematika
447,5,Fungsi Custom Loss untuk Tantangan yang Lebih Spesifik
448,5,Latihan Data Labeling
449,5,Latihan Multivariate Sequence to Sequence
450,5,Glosarium
451,5,Distributed Training
452,5,Image Segmentation dengan Deep Learning
453,5,Kuis Menyelam Lebih Dalam ke TensorFlow
454,5,Rangkuman Sistem Rekomendasi Lanjutan dengan TensorFlow
455,5,Kuis Time Series Lanjutan dengan TensorFlow
456,5,Persetujuan Hak Cipta
457,5,Custom Training Loop
458,5,Berkenalan dengan Object Detection
459,5,Context-Aware Recommendations
460,5,Feature Engineering dalam Time Series
461,5,"Rangkuman Custom Model, Layer, Loss, dan Callback"
462,5,Latihan Melatih Model Transformer Milik Kita
463,5,Eksplorasi Tensor dalam Eager Mode
464,5,Rangkuman Computer Vision Lanjutan dengan TensorFlow
465,5,Kustomisasi Lambda Layer
466,5,Data Labeling dalam NLP dengan Active Learning
467,5,Proyek Akhir
468,5,Daftar Referensi
469,5,Strategi Distributed Training dengan TensorFlow
470,5,"Pengantar Kustomisasi Model, Layer, Loss, dan Callback"
471,5,Kuis Sistem Rekomendasi Lanjutan dengan TensorFlow
472,5,Rangkuman Kelas
473,5,Prasyarat Kemampuan
474,5,Dynamic Training
475,5,Teknik Object Detection dengan Deep Learning
476,5,Hybrid Recommender System
477,5,Kita Mulai dengan Model Statistik
478,5,"Kuis Kustomisasi Model, Layer, Loss, dan Callback"
479,5,Rangkuman Natural Language Processing Lanjutan dengan TensorFlow
480,5,Graph Mode
481,5,Kuis Computer Vision Lanjutan dengan TensorFlow
482,5,Kustomisasi Layer dengan Subclassing
483,5,Pre-processing Data dengan tf.strings dan TensorFlow Text
484,5,Pengantar Menyelam Lebih Dalam ke TensorFlow
485,5,Rangkuman Custom dan Distributed Training dengan TensorFlow
486,5,Functional API vs Sequential API
487,5,Kuis Custom dan Distributed Training dengan TensorFlow
488,5,Ujian Akhir
489,5,Prasyarat Tools
490,5,Latihan: Custom dan Dynamic Training
491,5,Latihan Inference Object Detection
492,5,Latihan Hybrid Recommendation
493,5,Pendekatan Deep Learning Lanjutan Versi Sequence
494,5,Pengenalan Kelas
495,5,Kuis Natural Language Processing Lanjutan dengan TensorFlow
496,5,Autograph dan TensorFlow Function
497,5,Pengantar Time Series Lanjutan dengan TensorFlow
498,5,Arsitektur Kompleks Functional API vs Model Class
499,5,Data Augmentation dalam NLP
500,5,Kedalaman TensorFlow di Kebanyakan Siswa
501,5,Pengantar Sistem Rekomendasi Lanjutan dengan TensorFlow
502,5,Multiple Output dan Input pada Model Machine Learning
503,5,Pengantar Natural Language Processing Lanjutan dengan TensorFlow
504,5,Latihan Sequence to Sequence
505,5,Mekanisme Belajar
506,5,Debugging pada Custom Training
507,5,Latihan Fine-Tuning Object Detection
508,6,Library Text Processing
509,6,Bersiap Membuat Kode Program di Lokal
510,6,Implementasi Matriks pada Python
511,6,Kuis Coding: Fungsi
512,6,[DEPRECATED]
513,6,Kuis Control Flow
514,6,Rangkuman Control Flow
515,6,Kuis Coding: Operasi List
516,6,Ujian Akhir
517,6,Kuis Coding: Ekspresi
518,6,Forum Diskusi
519,6,Pengantar Unit Testing
520,6,Implementasi Array dengan Python
521,6,"Transformasi Angka, Karakter, dan String"
522,6,Library Machine Learning
523,6,Pengertian Ekspresi
524,6,Definisi Subprogram
525,6,Memformat Kode
526,6,Kuis Object-Oriented Programming (OOP)
527,6,Library Matematika
528,6,Input/Output dan Komentar
529,6,"Class, Object, dan Method"
530,6,Penerapan Unit Test dengan Library unittest
531,6,Kuis Coding: Perulangan dan Percabangan
532,6,Rangkuman Matriks
533,6,Pengenalan Kelas
534,6,Percabangan dan Ternary Operators
535,6,Kuis Berkenalan dengan Python
536,6,Pemrosesan Sekuensial pada Array
537,6,"Operasi pada List, Set, dan String"
538,6,Library Web Development
539,6,Jenis-Jenis Ekspresi
540,6,Menjalankan Kode Program di Lokal
541,6,Style Guide Statement Gabungan
542,6,Kuis Matriks
543,6,Library Parser
544,6,Rangkuman Berkenalan dengan Python
545,6,Kuis Ekspresi
546,6,Inheritance (Pewarisan)
547,6,Rangkuman Unit Testing
548,6,Pengenalan Aksi Sekuensial
549,6,Fungsi
550,6,Prasyarat Kemampuan
551,6,Perulangan
552,6,Kuis Berinteraksi dengan Data
553,6,Duck Typing
554,6,Rangkuman Berinteraksi dengan Data
555,6,Rangkuman Library Populer pada Python
556,6,Abstraksi Data
557,6,Glossarium
558,6,Style Guide Prinsip Penamaan pada Python
559,6,Kuis Subprogram
560,6,Library Pengolahan Data
561,6,One-liner
562,6,Kuis Array dan Pemrosesannya
563,6,Rangkuman Object-Oriented Programming (OOP)
564,6,Kuis Coding: Array atau List
565,6,Kuis Unit Testing
566,6,Pengenalan Python
567,6,Python Interpreter
568,6,Prosedur
569,6,Prasyarat Tools
570,6,Penanganan Kesalahan (Error Handling and Exception Handling)
571,6,Kuis Aksi Sekuensial
572,6,Rangkuman Array dan Pemrosesannya
573,6,Kuis Coding: Tipe Data
574,6,Kuis Library Populer pada Python
575,6,Rangkuman Ekspresi
576,6,Mekanisme Belajar
577,6,Rangkuman Style Guide pada Python
578,6,Kuis Coding: Variabel dan Assignment
579,6,Library File Management
580,6,Rangkuman Aksi Sekuensial
581,6,Latihan Array
582,6,Kuis Coding: Object-oriented Programming
583,6,Persetujuan Hak Cipta
584,6,Pengenalan Library
585,6,Menjalankan Kode Program Pertama
586,6,Fundamental Matriks
587,6,Rangkuman Subprogram
588,6,Knowledge Check - Control Flow
589,6,Data Typing
590,6,Kuis Coding: Dictionary
591,6,Rangkuman Kelas
592,6,Jenis-Jenis Operator
593,6,Daftar Referensi
594,6,Kuis Style Guide pada Python
595,6,Fundamental Array
596,6,Tipe Data
597,6,Library Web Scraping
598,6,Variable dan Assignment
599,6,Operasi Matriks pada Python
600,6,Pengecekan Style Guide PEP8
601,7,Teori AlarmManager
602,7,WebView : Quiz
603,7,Latihan Localization untuk Mendukung Multi-Language
604,7,Latihan Room
605,7,Latihan Unit Test Menggunakan JUnit dan Mockito
606,7,Latihan Flexible Fragment di Satu Activity
607,7,Latihan Bound Service
608,7,Ringkasan View dan ViewGroup
609,7,Forum Diskusi
610,7,Teori File Storage
611,7,Prasyarat Kemampuan
612,7,Latihan SearchBar dan SearchView
613,7,Android Notification : Bedah Kode - Stack / Bundle Notification (Sudah tidak dipakai)
614,7,Intent : Quiz
615,7,Latihan Menjalankan Firebase Cloud Messaging (FCM)
616,7,Loader : Teori
617,7,Latihan Implementasi Library Glide
618,7,Shared Preference : Quiz
619,7,Pengenalan Layout
620,7,Latihan MediaPlayer
621,7,"Mengenal Navigasi, Task dan Back Stack : Quiz"
622,7,Teori Custom View
623,7,Latihan Item Click Listener pada RecyclerView
624,7,Teori LiveData
625,7,Latihan Explicit Intent
626,7,RecyclerView : Quiz
627,7,Bedah Kode Job Scheduler
628,7,Teori WorkManager
629,7,Teori SharedPreferences
630,7,Knowledge Check : Testing
631,7,Latihan Notification dengan PendingIntent
632,7,Ujian Akhir
633,7,Pengenalan Background Thread dan Networking
634,7,Style dan Theme : Quiz
635,7,Pengenalan Android Jetpack
636,7,Ringkasan Debugging
637,7,Latihan One Time AlarmManager
638,7,Ringkasan Library & ViewBinding
639,7,Rangkuman Android Architecture Component
640,7,Pengenalan Testing
641,7,Latihan Menampilkan Widget di Homepage
642,7,Job Scheduler : Quiz
643,7,Latihan Membuat Halaman Setting dengan dengan PreferenceScreen
644,7,"Latihan LinearLayout, RelativeLayout, FrameLayout, dan TableLayout"
645,7,Glosarium
646,7,Teori SoundPool dan MediaPlayer
647,7,Prasyarat Tools
648,7,Pengenalan Android
649,7,"Teori AppBar, Navigation Drawer, Bottom Navigation dan Tab Layout"
650,7,Latihan LiveData
651,7,Pengenalan Extended Application
652,7,Rangkuman Background Task & Scheduler
653,7,Firebase Dispatcher - Latihan : Sederhana
654,7,Loader - Latihan : Loader Sederhana
655,7,Teori Koneksi ke Web API & Parsing JSON
656,7,Rangkuman Local Data Persistent
657,7,Pengenalan Background Task dan Scheduler
658,7,Latihan Preload untuk SQLite Optimization
659,7,Rangkuman Testing
660,7,Teori WebView
661,7,Latihan Mengirim Data pada Intent
662,7,Knowledge Check : Navigation
663,7,GCM Network Manager: Teori
664,7,Latihan Scheduler dengan WorkManager
665,7,Latihan Menyimpan Data dengan SharedPreferences
666,7,Teori Repository
667,7,Latihan Custom Notification
668,7,Rangkuman Background Thread dan Networking
669,7,Latihan Bottom Navigation dengan NavigationComponent
670,7,Ringkasan RecyclerView
671,7,Komponen Android Jetpack
672,7,Teori Unit Test
673,7,Latihan Repeating AlarmManager
674,7,Latihan Mediaplayer dengan Service & Notification
675,7,Knowledge Check : Extended Application
676,7,Latihan Menganalisis View dan View Group
677,7,Latihan Menggunakan Job Scheduler pada Widget
